data,score,rating,bug_report,feature_request,user_experience
"j'ai plaisir à l'utiliser cette application celà ma permis une prise en main sans contrainte , je me sent mieux est cerise j'ai perdue du Poids.",5,1,0,0,1
Non pas facilement,4,1,0,0,0
"J'aime l'application, mais il n'est pas possible d'établir des quantités pour la nourriture en unités variables",4,1,0,1,0
"Depuis dernière mise à jour, ne compte plus rien du tout... Inutile",1,0,1,0,0
"Superbe application que j'utilise, en plus d'exercices physiques, également pour le régime. Vraiment très efficace le suivi numérique qui vous permet de perdre gratuitement du poids. Grand merci à Samsung Health...",5,1,0,0,1
"Je l'utilise depuis juin 2019 mais depuis la dernière mise à jour je n'ai plus l'historique et je ne vois pas non plus ma balade en vélo d'aujourd'hui. Si ce n'est plus accessible, je désinstalle l'application.",1,1,0,1,1
Cette application nous aide à faire beaucoup plus d'efforts,4,0,0,0,1
Connaît pas,1,1,0,0,0
heals great,5,1,0,0,0
"depuis plusieurs semaines la synchro avec strava est toute buguée, ca fonctionne 1 fois sur 5, insupportable, alors qu'avant ca fonctionnait tres bien",1,0,1,0,0
"Suite à un changement de portable, avec obligation de télécharger samsung health, je me retrouve avec des vidéos en anglais, ainsi que les distances et vitesse d exercice. Comment faire pour résoudre ce problème ?",4,0,1,1,0
"Après la connexion du login et MDP cela charge en continu, plus rien ne fonctionne 😑",1,0,1,0,0
"Appli que j ai découvert lors de l achat de mon note 4 à l époque. Au début, je passais mon temps à tout remplir ,( consommation de verre d eau, café, mesurer mon poult, etc...)et d un simple ""jeu"", j ai commencer à relever des défis, à perdre du poids et surtout à réussir à faire de la course à pieds. Grâce à cette appli GRATUITE!!!!! je suis devenus sportif et en meilleurs santé grâce à de nombreux conseils santé et idée d exercices pour être en forme . C est une excellente appli!!",5,1,0,0,1
Nul depuis la dernière mise à jour. Dommage c était pour moi la meilleur appli mais maintenant c compliqué pour démarrer une activité et le résumé fait le totale de tout on ne peux voir le résumé que d une activité donc difficile à suivre.,1,1,0,1,1
super bien....!! motivant pour se bouger. se ballader... lorsqu'on se donne des objectifs de nombre de pas. moi 10000 ..la montre stimule ... c'est top.,5,1,0,0,1
bien pour santé,5,0,0,0,1
bien,5,1,0,0,0
très motivante cette application. facile d'utilisation .,4,1,0,0,0
Je suis déçue car l'application bug souvent les pas ne se comptabilisent plus,4,0,1,0,0
"Application qui propose beaucoup de choses, notamment les défis mensuels, qui poussent à conserver une activité régulière tous les jours !",5,0,0,0,1
Bonjour pouvez vous faire une mise à jour. Car j'ai un téléphone Huawei et l'application se ferme systématiquement. Impossible d'y accéder. Merci à vous.,2,0,1,0,0
Trop top,5,1,0,0,0
Ne marche pas depuis longtemps malgré j'ai la dernière mise a jour si possible une solution,1,0,1,0,0
très bonne application,5,1,0,0,0
cooooool,5,1,0,0,0
"Je me sers tous les jours de cette application. Elle permet un bon suivi de mes activités, associée au bracelet Samsung, ça devient un pur plaisir. Merci aux concepteurs, et je conseille vraiment de bon ❤.",5,1,0,0,1
Il trop cool,5,1,0,0,0
Obligation de rentrer son code Samsung systèmatiquement.. Pas pratique,3,0,0,0,1
Excellent,5,1,0,0,0
tooooop ❤,5,1,0,0,0
Est il possible de mettre l'application en français ? Car elle est en anglais,2,0,0,1,0
Les nouvelles conditions ne sont pas acceptables. Je ne signerai pas et cherche une autre appli. Dommage...,2,1,0,1,0
"Les dernières mises à jour ne fonctionnent pas bien, j'ai perdu tous mes derniers entraînements, la géo-localisation marche mal. Dommage ça fonctionnait mieux avant.",2,0,1,0,0
"J'aime bcp cette appli qui nous permet de suivre nos efforts jours après jours. Petite suggestion : pouvoir enregistrer le nombre de pompes effectuées, haltères soulevées et leur poids etc pour un meilleur suivi. Merci",4,1,0,1,1
Ap plication motivante !,5,1,0,0,0
"C'était une très bonne appli avant la mise à jour du 5.8.2020 version 6.11.0.061. Il n'y a plus la gestion du poids avec bilan des calories. C'était un plus, maintenant l'appli devient sans intérêt ressemblant à toutes les autres. A quand la prochaine maj ? Et la restitution de cette fonction ?",1,1,0,1,0
Je ne trouve plus comment exporter les fichiers GPX. Est-ce toujours possible ?,2,0,1,1,0
Ne détecte plus les pas depuis la MAJ. J'ai quasi 1000 pas de moins par jour ! Très déçue,1,1,1,0,0
motivant,4,1,0,0,0
Assez bien,3,1,0,0,0
Pas compris pourquoi il faut faire 400000000000000 manipulations pour arriver sur son suivi d'activité ? Pas compris pourquoi les activités sont figées et non modulable ? Vous avez décidé de régresser ? Au moins ça c'est réussi,2,0,0,1,1
Très satisfait,5,1,0,0,0
"Très pratique à utiliser et j'apprécie le récapitulatif hebdomadaire Petit bémol, le compteur de pas ne se déclenche pas systématiquement",4,1,1,0,1
Excellente,5,1,0,0,0
"S'IL VOUS PLAIT, UN WIDGET POUR LA FONCTION ""SANTÉ DES FEMMES MERCI""",4,0,0,1,0
Très utile depuis des années,4,1,0,0,0
super,5,1,0,0,0
Ne calcule plus les pas dommage,1,0,1,0,0
Une belle application,5,1,0,0,0
Ne fonctionne pas sur mon samsung c7 car il est rooté,1,0,1,0,0
Il manque certains améliorations mais elle biens,5,1,0,1,0
Useless,1,1,0,0,0
👍👍,5,1,0,0,0
"Parfait pour mon utilisation. La partie nourriture est complexe à utiliser au day to day mais c'est éducatif.... Le sommeil est très intéressant Le poids facile à enregistrer Le reste est parfait. Cardio, tension... entraînement programmé ou détecté automatiquement. Tout roule, tout fonctionne.... facile. Bonne application avec une montre Samsung connecté.",5,1,0,0,1
Dommage en changeant d adresse on perd toute l'ancienneté,2,0,1,0,0
"impossible de se connecter à mon compte Samsung, j'ai perdu mon historique à cause de ça message affiché : impossible de se connecter au serveur",1,0,1,0,0
Pas toujours fiable aux nombres de pas effectués.,2,0,1,0,0
"très pratique, une bonne application pour le maintien de la forme.",5,0,0,0,1
Impossible de se connecter 😕,1,0,1,0,0
Bien,4,1,0,0,0
Bien supérieur a Google Fit. Fonctionne même si l'on ne possède pas un mobile de la marque.,5,1,0,0,1
bonne application au contenu très vaste... bonne application,5,1,0,0,0
Parfaite me suis chaque secondes,5,1,0,0,0
manque possibilité d'enregistrer les paires de chaussures que l on utilise pour connaitre le cumul des kms parcourus avec.,3,0,0,1,0
Depuis la dernière mise à jour je trouve l application nulle ! Plus de notification sur notre nombre de pas plus de défis comme les 200000 pas mensuels,3,1,0,1,0
Good,4,1,0,0,0
"j'aime vraiment beaucoup cette application que je fasse du vélo ou de la marche , j'ai toutes les indications : temps , kilomètres, vitesse ....",5,1,0,0,1
"Audio voice during course is no longer working, no use now",1,0,1,0,0
Déçue car ne correspond pas du tout avec mon tapis électrique sauf le temps parcouru.,2,0,1,0,0
depuis un certain temps ne fonctionne plus correctement,2,0,1,0,0
"C'est très bien, mais je n'arrive pas à rentrer certains aliments comme le pain de campagne par exemple. mon mari, qui m'a fait découvrir cette appli, y arrive très bien. Il doit me manquer la dernière mise à jour. sinon c'est bien",3,1,0,1,0
berfect,5,1,0,0,0
C'est très bien laplicason,5,1,0,0,0
Application pourri et je pèse mes mots depuis les dernières mises à jour elle était tellement bien avant,1,1,0,0,0
Super utile,4,1,0,0,0
Appli pratique et ludique. Incite à maintenir une activité physique régulière.,4,0,0,0,1
Très sympa j adore,5,1,0,0,0
"J'ai un Samsung Galaxy Note 8 et l'application fonctionne très bien je l'utilise au quotidien, même pendant mon Sport.. Je peux enfin dire que pour moi c'estl'l'application parfaite je donne une note 10+... 100%",5,1,0,0,1
on ne vois plus les codes couleur des phase de sommeil ????? galaxy s8,4,0,1,0,0
Motivante accessible à tous,5,1,0,0,0
Super,5,1,0,0,0
"Excellente application,",5,1,0,0,0
"J'ai un Galaxy note 5 reconditionné (NON ROOTÉ) et impossible d'utiliser l'application par ""appareil rooté"". Toutes mes données sont sur mon note 4 qui ne fonctionne plus, merci de faire des applications qui marchent sur tous vos appareils !",1,0,1,0,0
Top,5,1,0,0,0
"Dommage que cette application ne fonctionne bien qu avec certains smartphones Elle serait top sinon. Impeccable avec un Wiko view 3 et nul avec un xaomi 10 ( ne comptabilise pas les pas, n enclenche pas la détection automatique d exercice et se désactive très souvent)",3,1,0,1,1
"L'application est bien mais je comprend toujours pas pourquoi il existe si 
peu d'application partenaire, me concernant il manque nike run club & nike 
training.",3,1,0,1,0
Quelques beug informatique,4,0,1,0,0
C'est super,4,1,0,0,0
J'ai eu un problème avec mon téléphone je viens d'en changer et beaucoup de pas ne sont pas comptabilisés,3,0,1,0,0
Cette application est très intéressante. Elle est très facile d'utilisation et très bien réalisée. Je suis très satisfait de votre prestation et j'ai eu beaucoup apprécié vos services. Nous sommes très heureux de votre application car je l'aime beaucoup et que je n'ai rien à faire. Je suis très fier d'elle depuis des années. Merci beaucoup pour tout ce qui a dans cette application qui fait plaisir et que j'aime énormément. Un grand bravo pour cette application qui fait plaisir à beaucoup de gens,5,1,0,0,0
trop bien,5,1,0,0,0
Parfait pour faire du sport,4,0,0,0,1
Au top comme appli ..... très complète et simple... merci.,5,1,0,0,0
quand vous allez virer les tricheurs des défis je mettrais plus d'étoiles,3,1,0,1,0
"Après actualiser, la dernière version de l'appli ne compte mes pas du tout. Même si je l'ouvre. S'il vous plaît, vérifie ça.",2,0,1,0,0
Bien vu part tous,5,1,0,0,0
TRÈS très bien,5,1,0,0,0
super bien ! et très utile pour l 'entraînement de tout les jours ! super 👍,5,1,0,0,1
Tred utile et pratique,5,1,0,0,0
"l'app est très bien, j'aurais voulu mettre 5 étoiles mais on ne peu pas changer la voix, j'aurais aimer qu'il y est le choix entre voix féminine et masculine 😭 cela m'aurai permis de mieu courire",4,1,0,1,0
"Cette application était géniale mais après que l'application se soit mise à jour toute seule l'onglet gestion de poids (inférieur, bon, supérieur) à disparu c'est tellement dommage. Mise à jour imposé et plein de chose ont disparu ou totalement changé (couleur etc...) je ne vais plus utiliser cette application",1,1,0,1,0
Pourquoi demander l'accès aux SMS et Tel ?,3,0,0,1,0
Ne marche plus,1,0,1,0,0
Depuis la dernière mise à jour l'appli me demande de contrôler les appels téléphoniques et mes contacts. Je ne comprends pas pourquoi une application des pas doive contrôler et gérer mes appels ?,1,0,0,1,0
j'aime bcp cette application. super complète et sans pub !,5,1,0,0,0
Au top avant la mise a jour avec beaucoup de paramètres et d information maintenant ça devient un podometre avec quelques informations supplémentaires très déçu 😞,1,1,0,1,0
"Fonctionnait parfaitement sur mon ancien téléphone redmi note 7. La j'ai acheté le redmi note 8, impossible de se connecter. Tourne dans le vide sans aboutissement. Impossible également de connecter ma Galaxy watch active avec l'appli wearable. Montre devenue complétement inutile. A ce prix ça fait mal aux fesses...",1,1,1,0,0
Tres bonne application,5,1,0,0,0
"Application agréable, Claire et facile à utiliser",4,1,0,0,0
super ❤❤❤👍,5,1,0,0,0
Super motivant,5,1,0,0,0
"cohérence du nombre de pas, pas toujours correct, sinon très intéressant.",4,0,1,0,0
Ne fonctionne plus...,1,0,1,0,0
Très utile pour mesurer ses dépenses énergétique,5,0,0,0,1
"Un peu compliqué de s'y retrouver au début, mais avec la Galaxy Watch, c'est pas mal du tout.",4,0,0,0,1
Après un partage de connexion avec tv Samsung. Je ne peux plus l'utiliser que des message erreur,1,0,1,0,0
"À quand le ""réveil intelligent"" ou au moins une fonction réveil ? Et simplifier le mode sport très complexe à utiliser serait sympa sinon bonne appli en général",3,1,0,1,0
Bien,5,1,0,0,0
Parfait💎💎💎💎💎💎✅,5,1,0,0,0
Tres dommage que je ne puisse pas associer mon bracelet garmin vivosmart 4 à l'application.,2,0,0,1,0
"Tu n'a pas besoin de scanner mon numéro de téléphone et mes contacts pour m'afficher mon rythme cardiaque. En installant cette application vous mettez en danger les données personnelles de tout vos contacts. Si vous l'avez, vous êtes égoïste.",1,0,0,1,0
"Depuis le changement en février on ne retrouve plus certaines fonctionnalités. C est beaucoup moins bien,on n y fait plus grand chose. L onglet Sommeil est bâclé et moins intéressant, moi qui vantais Samsung health je ne fais que râler! Bientôt si ça continue Huawei va être mieux pfff. Idem pour les contacts pourquoi ne pas proposer que les personnes qui ont une montre pour les défis? Au lieu d enlever les choses intéressantes, commencez par mettre des choses évidentes ! Devenu NUL NUL NUL",2,1,0,1,1
Super!!,5,1,0,0,0
Très bien,5,1,0,0,0
Application au top et motivante,5,1,0,0,0
"J'aime trop cette appli. Je vous la conseille tous. Elle peut faire plein de trucs. Comme la fréquence cardiaque, le stress. Le réveil. Les alarmes. Mesure le poids. Aide super bien à garder la forme. Elle fait vraiment tout, c'est trop cool comme appli.",5,1,0,0,1
😍,2,1,0,0,0
très cool,5,1,0,0,0
super appli mais vraiment déçu que la saturation en oxygene ait disparue avec le S10,4,1,0,1,0
Je recommande cette application à tous les sportifs,5,1,0,0,0
"L'application est top. Jadore. Mais Depuis peu, quand je marche elle se met en pause sans que je men apercevoir et du coup les données de ma marche sont fausses.😥😥",5,1,1,0,0
